nama_destinasi,username,komentar,rating,tanggal
Tiket Masuk Candi Prambanan,BT,Good. Antrian online beda sendiri dan lebih cepat,"4,0
/5",18 Dec 2024
Tiket Masuk Candi Prambanan,YM,mantaapp bangeettt pokoknya,"4,0
/5",7 Dec 2024
Tiket Masuk Candi Prambanan,SF,Jika musim hujan harus sedia payung,"4,0
/5",6 Dec 2024
Tiket Masuk Candi Prambanan,Nonny Mona Asmi,Baguuuuuuusssssssssssss.................,"4,0
/5",6 Dec 2024
Tiket Masuk Candi Prambanan,NR,trip keluarga seru seru seru seru seru seru seru,"4,0
/5",27 Nov 2024
Tiket Masuk Candi Prambanan,Teguh Purwanto Ramadan,Hari senin tidak bisa masuk sampai ke candi utamanya,"4,0
/5",26 Nov 2024
Tiket Masuk Candi Prambanan,SW,Kerennn nn abissssss,"4,0
/5",15 Nov 2024
Tiket Masuk Candi Prambanan,RP,"tempat luas,banyak pepohonan,buat keluarga bisa di rumput yg hijau dan bersih","4,0
/5",14 Nov 2024
Tiket Masuk Candi Prambanan,IF,Mungkin bisa ditambahkan seperti tiket terusan... penambahan tiket untuk kereta atau fasilitas lainnya...,"4,0
/5",4 Nov 2024
Tiket Masuk Candi Prambanan,Dian Sulistyo Riyadi,"Masukan untuk pengelola, untuk wisatawan yg memesan tiket dari tiket.com, masih menggunakan cara manual, melalui operator. Operatornya kadang suka pergi, pengunjung bingung kalau mau cetak tiket masuk","4,0
/5",29 Oct 2024
Tiket Masuk Candi Prambanan,JG,keren. udah jadi wishlist dari lama ke prambanan dan baru kesampaian sekarang. such a great experience.,"4,0
/5",24 Oct 2024
Tiket Masuk Candi Prambanan,Erni Rouza,"Kerennn bgt,,,..........","4,0
/5",24 Oct 2024
Tiket Masuk Candi Prambanan,EH,Seperti naik mesin waktu ke zaman dulu,"4,0
/5",23 Oct 2024
Tiket Masuk Candi Prambanan,TA,Mantapp cepat ga ribet,"4,0
/5",13 Oct 2024
Tiket Masuk Candi Prambanan,Fita fitriana,Selalu menjaga warisan indonesia,"4,0
/5",5 Oct 2024
Tiket Masuk Candi Prambanan,JW,"Bersama dengan teman ku untuk pertama kali, we love it","4,0
/5",25 Sep 2024
Tiket Masuk Candi Prambanan,AB,"Mantappooool ,luassss bangetttttttttttttttt","4,0
/5",24 Sep 2024
Tiket Masuk Candi Prambanan,MILLENIA SAGITA FADILLAH MINTARI,Bagus banget banyak pohon jg,"4,0
/5",22 Sep 2024
Tiket Masuk Candi Prambanan,iwan sulistio,"Sebenernya semuanya normal dan bagus dari diskon tiket dan pemesannya, cuma pas sampai candi prambanan dan mau tukar e tiket ada eror di loket penukaran sehingga tidak dapat tiket yang asli tapi bisa ...","4,0
/5",21 Sep 2024
Tiket Masuk Candi Prambanan,Marina Bannat Ulfah,Lmyan lbh hemat 7rb n gk ribet jg👍,"4,0
/5",20 Sep 2024
Tiket Masuk Candi Prambanan,AR,"Lebih cepat, hemat wktu tempatnya bagus dan keren cocok untuk keliarga dan berlibur. Masih pagi antrinya tdk panjang","4,0
/5",16 Sep 2024
Tiket Masuk Candi Prambanan,Mohammad Gunawan Suhartono,Baik terbaik penyenangkan,"4,0
/5",15 Sep 2024
Tiket Masuk Candi Prambanan,AP,"Sekarang bersih rapih, trs pas pergi lagi pembangunan ulang candi yang rusak, luas areanya siapkan kaki mu untuk jalan2 dan foto2 cantik disana","4,0
/5",7 Sep 2024
Tiket Masuk Candi Prambanan,Maria Santauli Siboro,Bagus & mengesankan,"4,0
/5",2 Sep 2024
Tiket Masuk Candi Prambanan,MK,"Seharusnya barcode dari aplikasi langsung bisa utk scan di pintu masuk, tidak harus mengantri lagi di bagian loket.","4,0
/5",28 Aug 2024
Tiket Masuk Candi Prambanan,NA,"seru bangetttt, walaupun siang hari panas-panasan tapi kalo ngeliat view sebagus ini sihhh wahh bangettt, manthappp","4,0
/5",28 Aug 2024
Tiket Masuk Candi Prambanan,SD,"Tempatnya bersih, informasinya juga lumayan lengkap buat traveller. Kalau ke sini siang hari pakai payung ya soalnya panas banget hehe","4,0
/5",22 Aug 2024
Tiket Masuk Candi Prambanan,Guntur Sugiarto,Bagus nyaman cakep dan enak utk jln2 lg,"4,0
/5",16 Aug 2024
Tiket Masuk Candi Prambanan,shafira nurlita,"Seru powlllll, tiketnya agak dimurahinnn dong😹","4,0
/5",11 Aug 2024
Tiket Masuk Candi Prambanan,Yansep Parna tavipma,Keren buat foto dan tidak pernah bosan buat berkunjung ke Prambanan tiap tahun,"4,0
/5",4 Aug 2024
Tiket Masuk Candi Prambanan,AN,"Selama pakai ticket.com, ga pernah miss saat traveling","4,0
/5",31 Jul 2024
Tiket Masuk Candi Prambanan,GS,"As expected dari situs candi. Yang agak disayangkan adalah museumnya sepi karena pengunjung tidak diarahkan kesana, wasted potential","4,0
/5",28 Jul 2024
Tiket Masuk Candi Prambanan,Meidi Candra,"Cukup menyenangkan membeli tiket masuk candi Borobudur dan candi Prambanan di tiketcom cuma ada keadaan penukaran dengan fisik saja .. kata operator , rendam tiket masuk dengan tiket.com lagi ada masa...","4,0
/5",18 Jul 2024
Tiket Masuk Candi Prambanan,Fera Andriani,"Seneng ny bisa liburan ke prambanan.. Pake tiket. Com.. Sangat mmbntu u pembelian tiket kereta dan tiket"" Wahana","4,0
/5",18 Jul 2024
Tiket Masuk Candi Prambanan,Aliza Mufida,Memudahkan karena tidak perlu antri,"4,0
/5",17 Jul 2024
Tiket Masuk Candi Prambanan,Novi Anita Pamularsih,bagus Sekali mudah proses masuknu,"4,0
/5",17 Jul 2024
Tiket Masuk Candi Prambanan,Dwilanty Beru Tarigan,"Tidak perlu antri, lgs cuss masuk dan cepat","4,0
/5",14 Jul 2024
Tiket Masuk Candi Prambanan,Agustina Susanti,Pas dateng sistem e ticket di prambanan error jadi agak lama nunggu konfirmasi petugas. Overall ok,"4,0
/5",12 Jul 2024
Tiket Masuk Candi Prambanan,Hamba Isyah Girsang,Selalu bagus kalau photo di candi. Kesan klasik dapat banget,"4,0
/5",11 Jul 2024
Tiket Masuk Candi Prambanan,FM,dimana patung roro jonggrang yahhh,"4,0
/5",10 Jul 2024
Tiket Masuk Candi Prambanan,Herdy Yanto,"Kesana harus bawa payung sebab cuacanya sangat terik, parkiran mobil luas. Spot foto candi2nya byk dan 🅑🅐🅖🅤🅢","4,0
/5",9 Jul 2024
Tiket Masuk Candi Prambanan,LB,"Sedang ada pemugaran atau renovasi, jadi agak memgganggu secara keseluruhan. Tapi senang karena banyak yang eksplor candi Prambanan dan ingin tahu sejarahnya. Semoga selalu jadi tujuan wisata edukasi ...","4,0
/5",9 Jul 2024
Tiket Masuk Candi Prambanan,TyaMci TyaMci,Pemesanan lewat Online sangat membantu mengurangi Antrian,"4,0
/5",8 Jul 2024
Tiket Masuk Candi Prambanan,Abi Farhan,sadly hari senin belum bisa masuk tp so far oke kok,"4,0
/5",5 Jul 2024
Tiket Masuk Candi Prambanan,Retno Asihanti Setiorini,"Ke Prambanan hari kerja dan pagi sehingga antrian ga panjang. Pakai aplikasi harusnya memudahkan, tapi sayangnya kmrn sedang ada yg error sehingga malah ga terdeteksi. Alhamdulillah petugasnya tanggap...","4,0
/5",3 Jul 2024
Tiket Masuk Candi Prambanan,BP,Seru dan menyenangkan,"4,0
/5",2 Jul 2024
Tiket Masuk Candi Prambanan,TC,"Bersih , nyaman oke disarankan pake topi kalau ke sini soalnya panas","4,0
/5",27 Jun 2024
Tiket Masuk Candi Prambanan,Trip H,"Nyaman , bersih , luas , enak banget bisa belanja buat cenderamata juga","4,0
/5",27 Jun 2024
Tiket Masuk Candi Prambanan,Travel C,"Kalau ke sini sore enak karena gak terlalu panas , mereka juga nyediain sepedah listrik untuk sewa jadi oke","4,0
/5",27 Jun 2024
Tiket Masuk Candi Prambanan,Evitanti Evitanti,"Lebih murah, gampang di redeem","4,0
/5",26 Jun 2024
Tiket Masuk Candi Prambanan,FM,Cukup rame pengunjung padahal weekday dan panas tapi tetep seru krn pergi brg keluarga,"4,0
/5",26 Jun 2024
Tiket Masuk Candi Prambanan,Rina maysarah siregar,Bagus untuk belajar historical,"4,0
/5",26 Jun 2024
Tiket Masuk Candi Prambanan,Resi Novita,Keren bgt untuk liburannya semoga bisa terulang,"4,0
/5",21 Jun 2024
Tiket Masuk Candi Prambanan,DD,Penukaran mudah. Pemandangan prambanan bagus,"4,0
/5",20 Jun 2024
Tiket Masuk Candi Prambanan,Eni Rochaeni,Pas masuk di cek tas kita.. Giliran ibu ibu di cek tas nya .. Giliran bapa bapak ga di cek tas nya... Padahala sama sama kecil... Diskriminatif.. Karna image ibu ibu selalu bawa makanan? Padahal saya ...,"4,0
/5",19 Jun 2024
Tiket Masuk Candi Prambanan,CH,Biar gak panas dtg jam 5 aja,"4,0
/5",9 Jun 2024
Tiket Masuk Candi Prambanan,BAYU APRIANSYAH KANDHIHAWA,"Bagus tempatnya, cuman butuh fisik yg kuat karena jalannya cukup jauh dan panas banget, tapi gak papa sekalian olahraga.","4,0
/5",7 Jun 2024
Tiket Masuk Candi Prambanan,NO,Prambanan emng selalu oke,"4,0
/5",4 Jun 2024
Tiket Masuk Candi Prambanan,VP,Beli tiket masuk candi prambanan di Tiket.com lebih cepat dibanding harus ke loketnya langsung plus dapat potongan harga klo belinya di Tiket.com,"4,0
/5",3 Jun 2024
Tiket Masuk Candi Prambanan,Abdul kohar,Krn ada 1 keluarga WNA jdi bisa masuk pintu khusus WNA. Cuma agak aneh ada toilet berbayar di dalam area,"4,0
/5",1 Jun 2024
Tiket Masuk Candi Prambanan,DT,"smooth entrance, lebih murah daripada beli di loket langsung","4,0
/5",30 May 2024
Tiket Masuk Candi Prambanan,Amimah Salsabilla,Baguss bngt keindahan Indonesia,"4,0
/5",29 May 2024
Tiket Masuk Candi Prambanan,Denny Hamonangan,"Wisata ke Prambanan disiang hari cukup menguras keringat. Tapi tenang, bagi yg ingin ambil ""jalan pintas"", pengelola menyediakan jasa buggy mengelilingi komplek Prambanan, termasuk quick stop di candi...","4,0
/5",24 May 2024
Tiket Masuk Candi Prambanan,MH,Bagus oke oke oke oke oke Ok bgtttttttttttttttttt,"4,0
/5",17 May 2024
Tiket Masuk Candi Prambanan,ZR,Naiseee banget kereeeeeennnnnnnn,"4,0
/5",14 May 2024
Tiket Masuk Candi Prambanan,DA,Bagus & wajib kesini saat ke Jogja karena akses mudah dan dekat,"4,0
/5",12 May 2024
Tiket Masuk Candi Prambanan,Hendra Dwi surya,Sangat bagus sekalli dan murah,"4,0
/5",10 May 2024
Tiket Masuk Candi Prambanan,Ridwan Hanri,Cerita n detailnya ada upload di IG ya!,"4,0
/5",6 May 2024
Tiket Masuk Candi Prambanan,YM,Mudah dan cepat.,"4,0
/5",3 May 2024
Tiket Masuk Candi Prambanan,AB,Mantap sekali ke candi Prambanan ya.,"4,0
/5",29 Apr 2024
Tiket Masuk Candi Prambanan,Ika oktasari,Pengalaman yang seru untuk tamasya dan belajar sejarah,"4,0
/5",27 Apr 2024
Tiket Masuk Candi Prambanan,Desi Lestari,"Megah, bagus, tapi datang hujan deras","4,0
/5",24 Apr 2024
Tiket Masuk Candi Prambanan,Fachmi Al Farisi,"Nicelah pokoknya, teratur pintu masuk dan keluarnya","4,0
/5",23 Apr 2024
Tiket Masuk Candi Prambanan,JB,"Tempatnya bagus, bersih, permainan sekitar harganya masih masuk akal","4,0
/5",19 Apr 2024
Tiket Masuk Candi Prambanan,Ertika Br Tarigan,Tipe wisata yang belum tentu ada di tempat lain. Enjoying time explore prambanan,"4,0
/5",18 Apr 2024
Tiket Masuk Candi Prambanan,dewi octavia halim,"Bagus cukup terawat, cuma pas kesana siang hari cukup panas","4,0
/5",17 Apr 2024
Tiket Masuk Candi Prambanan,MARIA NATASIA ANDANI KRISTIA MUKTI,"bagus bgt dehh tempatnya okee trss keren bgt lah pokoknya, amazinggg placeee","4,0
/5",16 Apr 2024
Tiket Masuk Candi Prambanan,SP,"bagus dan memenuhi ekspetasi sehingga liburan menyenangkan, overall cukup sesuai","4,0
/5",16 Apr 2024
Tiket Masuk Candi Prambanan,LH,Bagus.,"4,0
/5",4 Apr 2024
Tiket Masuk Candi Prambanan,MUHAMMAD ALWAN TAFSIRI,"I think good, because there are many stories I haven't known","4,0
/5",24 Mar 2024
Tiket Masuk Candi Prambanan,MM,"Nice temple, mohon diperhatikan kebersihan toilet kurang karena banyak turis asing yang datang juga. Tidak tersedia tissue sama sekali di sebelah wastafel atau pun dalam toilet","4,0
/5",16 Mar 2024
Tiket Masuk Candi Prambanan,Mahmud Bin Kurtubi,Kakian harus sempatkan kesini karena ternyata bagus bgt,"4,0
/5",15 Mar 2024
Tiket Masuk Candi Prambanan,TZUCHIANG WU,Pretty nice scenery and easy to accessible for one day,"4,0
/5",15 Mar 2024
Tiket Masuk Candi Prambanan,fanny santoso,Nice place. Tidak terlalu banyak orang sehingga nyaman dan bagus untuk foto2,"4,0
/5",13 Mar 2024
Tiket Masuk Candi Prambanan,Nurasiani Dewi Siregar,Ga perlu ngantri lama,"4,0
/5",27 Feb 2024
Tiket Masuk Candi Prambanan,Kanaya Putri,Kerennn cepet murah Seneng,"4,0
/5",25 Feb 2024
Tiket Masuk Candi Prambanan,Ferawati Ferawati,Trip ke jogja masyaallah bgt indahnya 🥰,"4,0
/5",24 Feb 2024
Tiket Masuk Candi Prambanan,AF,"prambanan bestttt, beneran beli tiket di tiket.com aku beli utk 3 org harusnya 150k jadi cmn 89k. Semurah itu dan tanpa antrii. Worth it☺️","4,0
/5",20 Feb 2024
Tiket Masuk Candi Prambanan,NH,Mantap seru lain kali mampir kembali,"4,0
/5",18 Feb 2024
Tiket Masuk Candi Prambanan,MA,Gampang beli dari tiket.com Langsung scan tanpa antri,"4,0
/5",17 Feb 2024
Tiket Masuk Candi Prambanan,CJ,Bagus pertahankan ya,"4,0
/5",16 Feb 2024
Tiket Masuk Candi Prambanan,abigaill priciliaa,Pelayanannya keren dan makanan di restonya super enakk,"4,0
/5",15 Feb 2024
Tiket Masuk Candi Prambanan,AH,Pelayanan cepat tanggap.. maju terus wisata indonesia,"4,0
/5",14 Feb 2024
Tiket Masuk Candi Prambanan,DN,"Bagus permandangannya, suasananya menyenangkan, setiap sudut candi Prambanan dapat dijadikan spot foto, tetapi harus menggunakan payung dan sunblok karena disana cukup panas.","4,0
/5",11 Feb 2024
Tiket Masuk Candi Prambanan,Rika Serianti Sianturi,Bagus dan bersih tempatnya,"4,0
/5",24 Jan 2024
Tiket Masuk Candi Prambanan,Nunung Nurlaela,Bagus dan bersih tempatnya,"4,0
/5",24 Jan 2024
Tiket Masuk Candi Prambanan,Nunung Nurlaela,"Bagus, bersih cuma waktunya kurang tepat krna datang pada saat musim hujan","4,0
/5",24 Jan 2024
Tiket Masuk Candi Prambanan,MM,Mantappppppppppppppp,"4,0
/5",15 Jan 2024
Tiket Masuk Candi Prambanan,Asiah Marsellawati,BAGUS VBNCVNCVNCVNCV,"4,0
/5",12 Jan 2024
Tiket Masuk Candi Prambanan,GIGIH MIFTASARI,Nice travel pakckage,"4,0
/5",12 Jan 2024
Tiket Masuk Candi Prambanan,CHAN HO KIM,Harus pake tour guide klo keisni kerenn,"4,0
/5",12 Jan 2024
Tiket Masuk Candi Prambanan,VY,bagus tapi agak ramai,"4,0
/5",11 Jan 2024
Tiket Masuk Candi Prambanan,RA,"Tiket lebih murah, dan indah.tks","4,0
/5",10 Jan 2024
Tiket Masuk Candi Prambanan,Zahra Nirwana,Mudah & flexible Gampang si jamgkau tempat nya tidak repot dan ribet,"4,0
/5",9 Jan 2024
Tiket Masuk Candi Prambanan,Adang Suherman,Mantap dengan adanya tiket.com liburan jadi asyik,"4,0
/5",7 Jan 2024
Tiket Masuk Candi Prambanan,Albert Marbun,Sangat membantu dan tidak peelu antrian panjanh,"4,0
/5",6 Jan 2024
Tiket Masuk Candi Prambanan,Joni Harwin,Wajib masuk daftar kunjungan,"4,0
/5",5 Jan 2024
Tiket Masuk Candi Prambanan,VM,Good enough to go but it is still OK,"4,0
/5",4 Jan 2024
Tiket Masuk Candi Prambanan,MC,Tiket .com aplikasi yg memberikan pilihan tempat yg sesuai snda,"4,0
/5",4 Jan 2024
Tiket Masuk Candi Prambanan,SM,Mantap. Jogja is beautiful Semoga candinya bertahan dan tidak ada yang rubuh lagi,"4,0
/5",3 Jan 2024
Tiket Masuk Candi Prambanan,Silpina Abmi Siregar,"Baguskeren enak , cuma maunya include ratu boko dong","4,0
/5",3 Jan 2024
Tiket Masuk Candi Prambanan,RS,"Seru banget, cuma pas mau naik ke dalam antri, kalau mau kesini wajib pakai topi atau payung krn panas banget, diluar ada sewa payung","4,0
/5",2 Jan 2024
Tiket Masuk Candi Prambanan,WZ,"nice temple in Indonesia, must visit, the check in also quick","4,0
/5",1 Jan 2024
Tiket Masuk Candi Prambanan,SS,"basically good, seeing the best temple in Indonesia","4,0
/5",1 Jan 2024
Tiket Masuk Candi Prambanan,Putri Jayanti,"High season, jd rame bgt","4,0
/5",1 Jan 2024
Tiket Masuk Candi Prambanan,AP,"Panaaaaassss, tapu bagus 🤣","4,0
/5",31 Dec 2023
Tiket Masuk Candi Prambanan,Ivan Yapari,Ada 4 candi yang bisa dikunjungi dalam kompleks candi prambanan,"4,0
/5",31 Dec 2023
Tiket Masuk Candi Prambanan,TV,"Beli online lebih murah, tapi pilihan kurang up-to-date, karena kalau beli di loket borobudur ada yg tiket terusan dapat 2 candi jatuhnya lebih murah, tapi saran saya kl mau beli 1 per 1, better di ha...","4,0
/5",30 Dec 2023
Tiket Masuk Candi Prambanan,Ema nor alfiani,Bagus banget pelayanan ramah,"4,0
/5",30 Dec 2023
Tiket Masuk Candi Prambanan,Lilia Ana,Fantasticcc. Semoga ada rejeki kesini lagi,"4,0
/5",29 Dec 2023
Tiket Masuk Candi Prambanan,PP,Pintu keluarnya melelahkan. Jalur panjang yang isinya pedagang2 manggil2in nyuruh beli,"4,0
/5",27 Dec 2023
Tiket Masuk Candi Prambanan,Ika Kurnia Rizkiyanti,Lebih murah 2 rb dari bayar on the spot,"4,0
/5",26 Dec 2023
Tiket Masuk Candi Prambanan,Hera Haryanti,bagus sekali seru bnyak buat spot fto,"4,0
/5",25 Dec 2023
Tiket Masuk Candi Prambanan,Titi Dumilah,Selalu menajubkan❤️❤️❤️❤️❤️❤️,"4,0
/5",21 Dec 2023
Tiket Masuk Candi Prambanan,AK,"Seru,penukaran cepat san murah. Ke loket no 2 untuk tukarnya, selamat liburan","4,0
/5",20 Dec 2023
Tiket Masuk Candi Prambanan,Eljani Hafafil Sukandar,"Sangat bagus, puas banget","4,0
/5",14 Dec 2023
Tiket Masuk Candi Prambanan,Andy Wibisono,Tiket.ckmteman setia perjalanan saya,"4,0
/5",10 Dec 2023
Tiket Masuk Candi Prambanan,Andy Wibisono,Tiket.com selalu di hati,"4,0
/5",10 Dec 2023
Tiket Masuk Candi Prambanan,Yuanse Omega Putra,Liburan dengan harga terbaik jangan lupa pesen tiketnya di tiket.com,"4,0
/5",10 Dec 2023
Tiket Masuk Candi Prambanan,Zendy Sugiono,Tiket.com pancen oye...!!!!,"4,0
/5",10 Dec 2023
Tiket Masuk Candi Prambanan,Wila Calolisa,Sukses terus tiket.com,"4,0
/5",10 Dec 2023
Tiket Masuk Candi Prambanan,Andy Wibisono,Tiket.com rekomendasi tiket obyek wisata,"4,0
/5",10 Dec 2023
Tiket Masuk Candi Prambanan,Andy Wibisono,Beli tiket obyek murah bisa di tiket.com aja.,"4,0
/5",10 Dec 2023
Tiket Masuk Candi Prambanan,Adi Sudiyatmo,Over all ok dan menyenangkan,"4,0
/5",7 Dec 2023
Tiket Masuk Candi Prambanan,AS,a good place to spend time with family👌🏻,"4,0
/5",3 Dec 2023
Tiket Masuk Candi Prambanan,Cyeva Primahasta,So stunning but ive lost my glasses,"4,0
/5",29 Nov 2023
Tiket Masuk Candi Prambanan,Resya Cahaya,Cantik banget sore sore🥲,"4,0
/5",27 Nov 2023
Tiket Masuk Candi Prambanan,NH,Lumayan seru Yg paling mengesankannya bsa di fto sm si tampan bule mexico,"4,0
/5",26 Nov 2023
Tiket Masuk Candi Prambanan,DG,"Beautiful structures and statues, would like more information but still worth a visit","4,0
/5",25 Nov 2023
Tiket Masuk Candi Prambanan,Mayka Tantri,mantap bgt si yg jualan tertata rapi jdi pelanggan nyaman ga di sruduk org2 jualan,"4,0
/5",24 Nov 2023
Tiket Masuk Candi Prambanan,Agustina Puspadini,"Bagus, dan sangat mengedukasi sejarah untuk anak","4,0
/5",24 Nov 2023
Tiket Masuk Candi Prambanan,Deand adi esa,"Seru bisa melihat sejarah indonesia, tempatnya juga indah, salah satu tempat healing yg recommend","4,0
/5",21 Nov 2023
Tiket Masuk Candi Prambanan,Rifki Badru Salam,Tempat sejarah yg bagus Namun di hari Senin tidak bisa masuk arena candi hanya di Selasar saja,"4,0
/5",20 Nov 2023
Tiket Masuk Candi Prambanan,Arie Nuryatun,sejarah yg ngga boleh dilupakan,"4,0
/5",17 Nov 2023
Tiket Masuk Candi Prambanan,AS,Mntap bangetttttttttttttttttt,"4,0
/5",22 Oct 2023
Tiket Masuk Candi Prambanan,Ahmad Nur Azis Safaat,Bagus sekali tempatnya nyaman,"4,0
/5",10 Oct 2023
Tiket Masuk Candi Prambanan,Yansep Parna Tavipma,Slalu pingin kesini dan tidak pernah bosan,"4,0
/5",6 Oct 2023
Tiket Masuk Candi Prambanan,Ferdy Hartono,Pemesanan mudah dan cepat,"4,0
/5",6 Oct 2023
Tiket Masuk Candi Prambanan,AN,"Beli tiket disini gak pake antri, tinggal scan aja.","4,0
/5",4 Oct 2023
Tiket Masuk Candi Prambanan,Nurhayati Nurhayati,Fun bingit............,"4,0
/5",1 Oct 2023
Tiket Masuk Candi Prambanan,Maria lystia Candrawati,"Pelayanan nya ramah, cepat dan memudahkan","4,0
/5",27 Sep 2023
Tiket Masuk Candi Prambanan,Safira Amanda,bagus menarik ramai bersih,"4,0
/5",26 Sep 2023
Tiket Masuk Candi Prambanan,Dicky Yulian Anantha,Keren! Simple tinggal scan aja,"4,0
/5",21 Sep 2023
Tiket Masuk Candi Prambanan,purnia dewi,Harga jauh lebih ekonomis,"4,0
/5",20 Sep 2023
Tiket Masuk Candi Prambanan,SK,"Bagus banget, ngga perlu antri. Tiket nya jga lebih murah beli di tiket.com.","4,0
/5",19 Sep 2023
Tiket Masuk Candi Prambanan,AH,"Kebersihan, kelengkapan fasilitas perlu ditingkatkan. Seperti tour guide dan brosur informasi sejarah.","4,0
/5",19 Sep 2023
Tiket Masuk Candi Prambanan,SM,Asikkk bagus apalagi sama temen²,"4,0
/5",18 Sep 2023
Tiket Masuk Candi Prambanan,Indah Syafitri,I like the view and vibe,"4,0
/5",18 Sep 2023
Tiket Masuk Candi Prambanan,NH,"Mantap, rapi, tp pas di jam sore rame visitor","4,0
/5",18 Sep 2023
Tiket Masuk Candi Prambanan,NH,"Mantap, rapi, tp pas di jam sore rame visitor","4,0
/5",18 Sep 2023
Tiket Masuk Candi Prambanan,FH,Tiket masuk bisa langsung masuk dapat diskon juga,"4,0
/5",16 Sep 2023
Tiket Masuk Candi Prambanan,Mario Prasetyo,Bagus dan keren banget,"4,0
/5",14 Sep 2023
Tiket Masuk Candi Prambanan,sandra andra,Seruu bgttt udah lama liburan sama keluarga,"4,0
/5",11 Sep 2023
Tiket Masuk Candi Prambanan,AN,"Tempat sangat nyaman untuk mengajak keluarga wisata, tempat sangat bersih dan terawat.","4,0
/5",11 Sep 2023
Tiket Masuk Candi Prambanan,NADHIA RAHMANI,"mantap, datang pas lagi ada event kaws keren","4,0
/5",10 Sep 2023
Tiket Masuk Candi Prambanan,IN,Bagus dan tempat tertip,"4,0
/5",10 Sep 2023
Tiket Masuk Candi Prambanan,RH,"Menyenangkan, proses penukaran tiket cepat, antrian tidak terlalu panjang. Kebetulan ada event “Kaws”, dan cukup ramai.","4,0
/5",7 Sep 2023
Tiket Masuk Candi Prambanan,Muhammad Farhan Fauzan,Kereen banyak fasilitas dan tempat² bermain,"4,0
/5",7 Sep 2023
Tiket Masuk Candi Prambanan,WI,Saya pikir beli tiket online tinggal scan barcode di pintu masuk .. ternyata masih aja ngantri di loket penukaran. Jd smaa aj kekk beli tiket offline,"4,0
/5",6 Sep 2023
Tiket Masuk Candi Prambanan,Irsya Azzahra Putri,👍👍👍👍🙌🙌🙌🙌😍😍😍😍✨✨✨✨,"4,0
/5",5 Sep 2023
Tiket Masuk Candi Prambanan,FATIMAH ISNAENI,Lebih mudah.. tinggal print etiket,"4,0
/5",4 Sep 2023
Tiket Masuk Candi Prambanan,IF,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,"4,0
/5",3 Sep 2023
Tiket Masuk Candi Prambanan,DS,"Good place, good view","4,0
/5",3 Sep 2023
Tiket Masuk Candi Prambanan,IS,Instalasi KAWS membuat Prambanan semakin ramai dikunjungi. BEST,"4,0
/5",3 Sep 2023
Tiket Masuk Candi Prambanan,IN,Bagus bgt pas kesana waktu ada kaws. Ruame polll👊🏻👊🏻,"4,0
/5",2 Sep 2023
Tiket Masuk Candi Prambanan,Ananda Naufal Rifanzha,"Boleh lah, boleh lah bagus","4,0
/5",1 Sep 2023
Tiket Masuk Candi Prambanan,Dina Gustyani,Mantapp bestiiiiiiiiiiiie,"4,0
/5",1 Sep 2023
Tiket Masuk Candi Prambanan,Humaira Ikbar,Bagus karena bisa pesan tiket secara online..untuk mengurangi antre,"4,0
/5",1 Sep 2023
Tiket Masuk Candi Prambanan,Angela Lady,Beli online lebih cepet tp kudu direedem dulu tiketnya. Overall ini memudahkan daripda kudu antri diloket apalagi pas weekend,"4,0
/5",31 Aug 2023
Tiket Masuk Candi Prambanan,Rafli Nugroho,Bagus cepat dan mengesankan,"4,0
/5",31 Aug 2023
Tiket Masuk Candi Prambanan,NF,"Rame dan bagus Beli tiket gak perlu antri, kalo lewat tiket.com","4,0
/5",30 Aug 2023
Tiket Masuk Candi Prambanan,AN,"Seruu banget sih ini, pertama kali liat candi ahahah","4,0
/5",29 Aug 2023
Tiket Masuk Candi Prambanan,Giri Sujiwo,Nice place nice everything,"4,0
/5",29 Aug 2023
Tiket Masuk Candi Prambanan,Riri Aliya,Petugas ramah lingkungan bersih,"4,0
/5",28 Aug 2023
Tiket Masuk Candi Prambanan,NUR HAYATI,akan lebih efisien kalau bisa scan barcode langsung dari akun kita tanpa harus cetak fisik tiket dulu,"4,0
/5",28 Aug 2023
Tiket Masuk Candi Prambanan,Vanessha Wesly Charoline Tarigan,Okèeeeeeeeeeeeeeeeeeeeeeeeee,"4,0
/5",28 Aug 2023
Tiket Masuk Candi Prambanan,Citra Permata Putra,Keren dan sangat bagus,"4,0
/5",27 Aug 2023
Tiket Masuk Candi Prambanan,SF,Bsgus dsn fsilits oke,"4,0
/5",27 Aug 2023
Tiket Masuk Candi Prambanan,MA,redeem nya mudah tinggal scan barcode aja,"4,0
/5",26 Aug 2023
Tiket Masuk Candi Prambanan,GRACE HERNA CECILYA SINABUTAR,"Overall baguss, tapi panas bgt. Harus bawa payung/topi","4,0
/5",26 Aug 2023
Tiket Masuk Candi Prambanan,Novilia Tri Ikhsani,Candi prambanan mantab,"4,0
/5",24 Aug 2023
Tiket Masuk Candi Prambanan,Nevi S,Destinasi yg unik utk dikunjungi 👍,"4,0
/5",24 Aug 2023
Tiket Masuk Candi Prambanan,Marlando Marlando,Bagus dan bersih... Semoga selalu begitu,"4,0
/5",23 Aug 2023
Tiket Masuk Candi Prambanan,Adhitya Ramadhan,sayang ga ada signage buat scan tiket. jadi dibantu petugasnya lalu jadi tiket lagi. but still nice,"4,0
/5",23 Aug 2023
